coinfrom,cointo,corr
WBTC,HEDG,0.28920112328614495
XEM,HEDG,0.08364214832516788
XLM,HEDG,0.1825362556024348
XMR,HEDG,0.11240685189376504
XRP,HEDG,0.06777507332926547
XTZ,HEDG,0.2418321103605265
YFI,HEDG,0.08793183616019297
ZEC,HEDG,0.15800910295016157
ADA,HEX,0.16678284173909821
ALGO,HEX,0.15171048989459893
ATOM,HEX,0.11229407938527775
BCH,HEX,0.044929450870644226
BNB,HEX,0.07375653216533365
BSV,HEX,-0.015985145699008305
BTC,HEX,0.11343174396815459
BUSD,HEX,-0.0471400079638819
CRO,HEX,0.02545301260541643
CTC,HEX,-0.0238433569197438
DAI,HEX,0.03490623567031312
DASH,HEX,0.08675361732910247
DOT,HEX,0.13420103649832027
EOS,HEX,0.08069249774240955
ETC,HEX,0.07168913888794669
ETH,HEX,0.13809027746135938
FTT,HEX,0.13523942395653335
HEDG,HEX,0.14172862466034958
HEX,HEX,1.0
HT,HEX,0.055661983171009836
LEO,HEX,-0.042017429867671346
LINK,HEX,0.08672639993149182
LTC,HEX,0.09012648461270013
MIOTA,HEX,0.11614811229959311
MKR,HEX,0.02944108932625344
NEO,HEX,0.10302442979844764
OKB,HEX,0.04446491908291048
OMG,HEX,0.13182862486202804
ONT,HEX,0.13270593071084072
SNX,HEX,0.081984003787207
THETA,HEX,0.12034425910218484
TRX,HEX,0.06992541982465915
TUSD,HEX,-0.14960208330556365
UMA,HEX,0.07879405160603684
USDC,HEX,-0.053958523366065894
USDT,HEX,-0.05046689264003374
VET,HEX,0.11825195614886949
WBTC,HEX,0.11312585022338152
XEM,HEX,0.06039429103284163
XLM,HEX,0.0478793535111837
XMR,HEX,0.15091473551372545
XRP,HEX,0.05289551572230767
XTZ,HEX,0.15589829820668777
YFI,HEX,0.02787837182017884
ZEC,HEX,0.09367086092961559
ADA,HT,0.2863097891476427
ALGO,HT,0.3689037856964858
ATOM,HT,0.3087072261581232
BCH,HT,0.3928276415891802
BNB,HT,0.8021905476088615
BSV,HT,0.3794952120242914
BTC,HT,0.4053102569749889
BUSD,HT,-0.025881743076716823
CRO,HT,0.35202493442831057
CTC,HT,0.04730539985681635
DAI,HT,-0.03214933614622938
DASH,HT,0.43146411858084893
DOT,HT,0.25970897512399466
EOS,HT,0.4645157888858339
ETC,HT,0.30086720518302806
ETH,HT,0.3977765510409646
FTT,HT,0.6730819728859446
HEDG,HT,0.05450104866921477
HEX,HT,0.055661983171009836
HT,HT,1.0
LEO,HT,0.24559364110400883
LINK,HT,0.42871397909466136
LTC,HT,0.4199802392485956
MIOTA,HT,0.4037644146315716
MKR,HT,0.2883131799680847
NEO,HT,0.4408477399766942
OKB,HT,0.8141227564433979
OMG,HT,0.34528455994996426
ONT,HT,0.4221194802346983
SNX,HT,0.3109326529022332
THETA,HT,0.19029908177588467
TRX,HT,0.30689647478606213
TUSD,HT,-0.02882288424669086
UMA,HT,0.26137579595461535
USDC,HT,0.001891163472437746
USDT,HT,0.07385024161808304
VET,HT,0.2924881678464724
WBTC,HT,0.3842905286110775
XEM,HT,0.30381589080682164
XLM,HT,0.31661452240187704
XMR,HT,0.36457796092623634
XRP,HT,0.33492844797733384
XTZ,HT,0.4562488475278073
YFI,HT,0.25146298986152243
ZEC,HT,0.4139050110976098
ADA,LEO,0.15701868263584773
ALGO,LEO,0.10600113755102542
ATOM,LEO,0.1699164071009697
BCH,LEO,0.10976614325039837
BNB,LEO,0.2653478599875254
BSV,LEO,0.1135241451816443
BTC,LEO,0.13373429882877896
BUSD,LEO,0.03141743359085305
CRO,LEO,0.11677996370234113
CTC,LEO,-0.02048947333964084
DAI,LEO,-0.126258086978075
DASH,LEO,0.1723706747963526
DOT,LEO,0.15198696698160266
EOS,LEO,0.10799658284298311
ETC,LEO,0.05433427498428179
ETH,LEO,0.12555996293576455
FTT,LEO,0.22989031282540798
HEDG,LEO,0.01279219315762983
HEX,LEO,-0.042017429867671346
HT,LEO,0.24559364110400883
LEO,LEO,1.0
LINK,LEO,0.18033047051687506
LTC,LEO,0.07622798438351228
MIOTA,LEO,0.10492136338992904
MKR,LEO,0.07418359009720567
NEO,LEO,0.08495021073447766
OKB,LEO,0.22878246798551632
OMG,LEO,0.08035639998715255
ONT,LEO,0.06881252349215802
SNX,LEO,0.059144733705867585
THETA,LEO,0.13486698008970224
TRX,LEO,0.09171836053451968
TUSD,LEO,-0.06373053746866505
UMA,LEO,0.038384306656267936
USDC,LEO,-0.025218455028891845
USDT,LEO,0.00783271224568698
VET,LEO,0.15603982548593315
WBTC,LEO,0.12097151011315996
XEM,LEO,0.10625094349125241
XLM,LEO,0.1509125387838202
XMR,LEO,0.11310375113657117
XRP,LEO,0.12810605087586918
XTZ,LEO,0.1366612353584205
YFI,LEO,0.07589134451052437
ZEC,LEO,0.17656707396818302
ADA,LINK,0.6022202176908987
ALGO,LINK,0.7112251040453738
ATOM,LINK,0.602375547148031
BCH,LINK,0.653794553917583
BNB,LINK,0.4631256109329241
BSV,LINK,0.5758151327619471
BTC,LINK,0.550874516275959
BUSD,LINK,-0.06523886725926822
CRO,LINK,0.3899464809823733
CTC,LINK,-0.022758711464573735
DAI,LINK,0.05834975244482241
DASH,LINK,0.5445651165147961
DOT,LINK,0.5266864993892862
EOS,LINK,0.6778705421546396
ETC,LINK,0.40535501437870514
ETH,LINK,0.7315394739470912
FTT,LINK,0.6356980665920384
HEDG,LINK,0.2909947017735204
HEX,LINK,0.08672639993149182
HT,LINK,0.42871397909466136
LEO,LINK,0.18033047051687506
LINK,LINK,1.0
LTC,LINK,0.6283530980857458
MIOTA,LINK,0.6295325509252417
MKR,LINK,0.5403834679102794
NEO,LINK,0.6401358832601467
OKB,LINK,0.30845219956118375
OMG,LINK,0.6458895953459175
ONT,LINK,0.6866337032990082
SNX,LINK,0.6160602479558654
THETA,LINK,0.38548172767552147
TRX,LINK,0.4808208383975843
TUSD,LINK,-0.0777813801425629
UMA,LINK,0.4827896531588405
USDC,LINK,-0.0038322655265323274
USDT,LINK,0.21487728796262676
VET,LINK,0.6223308986047422
WBTC,LINK,0.516365069229564
XEM,LINK,0.3394421428704007
XLM,LINK,0.5879111782447056
XMR,LINK,0.4673571954440212
XRP,LINK,0.42475127293875736
XTZ,LINK,0.7642508928873842
YFI,LINK,0.5255361789660121
ZEC,LINK,0.596811930149977
ADA,LTC,0.5007810158838745
ALGO,LTC,0.5675855146121713
ATOM,LTC,0.4437020172481459
BCH,LTC,0.7631394214372373
BNB,LTC,0.44392593353401444
BSV,LTC,0.6578240707675919
BTC,LTC,0.7332919886049122
BUSD,LTC,-0.05426254343748324
CRO,LTC,0.4598526170830183
CTC,LTC,0.045773705405457714
DAI,LTC,0.029165728239563305
DASH,LTC,0.6513988121112863
DOT,LTC,0.4386091145535079
EOS,LTC,0.698114742128878
ETC,LTC,0.5405691520015746
ETH,LTC,0.7380687987658079
FTT,LTC,0.6235542466452073
HEDG,LTC,0.24177534167892392
HEX,LTC,0.09012648461270013
HT,LTC,0.4199802392485956
LEO,LTC,0.07622798438351228
LINK,LTC,0.6283530980857458
LTC,LTC,1.0
MIOTA,LTC,0.6316019707319185
MKR,LTC,0.42621587245687365
NEO,LTC,0.5772026079162089
OKB,LTC,0.3180937412267876
OMG,LTC,0.6195686690834857
ONT,LTC,0.6369405098755345
SNX,LTC,0.4835418379940492
THETA,LTC,0.4127746355316943
TRX,LTC,0.4554931939693813
TUSD,LTC,-0.0036295090875628658
UMA,LTC,0.38940537318306995
USDC,LTC,-0.06391054081152789
USDT,LTC,0.006647750893399335
VET,LTC,0.597075616910895
WBTC,LTC,0.6760321088908772
XEM,LTC,0.1869653696298561
XLM,LTC,0.5224140832572542
XMR,LTC,0.5648329682336064
XRP,LTC,0.4632545513927739
XTZ,LTC,0.6577018180879936
YFI,LTC,0.4334019753525264
ZEC,LTC,0.6704516021373206
ADA,MIOTA,0.5918960033434945
ALGO,MIOTA,0.6454235896111714
ATOM,MIOTA,0.549080189886995
BCH,MIOTA,0.7051244309458233
BNB,MIOTA,0.4772222602842614
BSV,MIOTA,0.637673447503502
BTC,MIOTA,0.5653835836952172
BUSD,MIOTA,-0.10919260931488399
CRO,MIOTA,0.42033810337350436
CTC,MIOTA,0.05366394465263748
DAI,MIOTA,0.028906415451336716
DASH,MIOTA,0.6513581299247446
DOT,MIOTA,0.4380790275809368
EOS,MIOTA,0.7116756575332657
ETC,MIOTA,0.5142215656561167
ETH,MIOTA,0.6433175183187638
FTT,MIOTA,0.6142840297955783
HEDG,MIOTA,0.21142169573266598
HEX,MIOTA,0.11614811229959311
HT,MIOTA,0.4037644146315716
LEO,MIOTA,0.10492136338992904
LINK,MIOTA,0.6295325509252417
LTC,MIOTA,0.6316019707319185
MIOTA,MIOTA,1.0
MKR,MIOTA,0.44068115430954663
NEO,MIOTA,0.6571504789787238
OKB,MIOTA,0.28342007254283835
OMG,MIOTA,0.6418362077217732
ONT,MIOTA,0.7564148637829865
SNX,MIOTA,0.47318448281579517
THETA,MIOTA,0.42758084587010486
TRX,MIOTA,0.5518745434606465
TUSD,MIOTA,-0.017830651545460683
UMA,MIOTA,0.40734538456537434
USDC,MIOTA,-0.010331950167687138
USDT,MIOTA,0.04754493873316513
VET,MIOTA,0.6577064264653032
WBTC,MIOTA,0.529456014821679
XEM,MIOTA,0.3352051967093214
XLM,MIOTA,0.6182340491991851
XMR,MIOTA,0.48387747825276906
XRP,MIOTA,0.542510068688459
XTZ,MIOTA,0.7165473004671352
YFI,MIOTA,0.473148324500538
ZEC,MIOTA,0.7046402379875508
ADA,MKR,0.486806922979948
ALGO,MKR,0.480706225707469
ATOM,MKR,0.4234965764003149
BCH,MKR,0.4849411709289287
BNB,MKR,0.3285754777251584
BSV,MKR,0.5045453052618005
BTC,MKR,0.4177645265486592
BUSD,MKR,-0.09568355243756385
CRO,MKR,0.25380630458658665
CTC,MKR,-0.007520913093529637
DAI,MKR,0.0738768400427546
DASH,MKR,0.3514813719721665
DOT,MKR,0.3453822473406735
EOS,MKR,0.4820759780795881
ETC,MKR,0.2788846436665969
ETH,MKR,0.6163155263763416
FTT,MKR,0.4719871676963424
HEDG,MKR,0.2026372314785183
HEX,MKR,0.02944108932625344
HT,MKR,0.2883131799680847
LEO,MKR,0.07418359009720567
LINK,MKR,0.5403834679102794
LTC,MKR,0.42621587245687365
MIOTA,MKR,0.44068115430954663
MKR,MKR,1.0
NEO,MKR,0.3906631273940435
OKB,MKR,0.16484818844749216
OMG,MKR,0.40227342974976615
ONT,MKR,0.43077255051578256
SNX,MKR,0.54567910545788
THETA,MKR,0.2763528835793964
TRX,MKR,0.34073206645914905
TUSD,MKR,-0.10901120932923733
UMA,MKR,0.3690236211188781
USDC,MKR,-0.014463106458135496
USDT,MKR,0.19145796420368955
VET,MKR,0.37664907029284095
WBTC,MKR,0.3921443009030876
XEM,MKR,0.2002847656793667
XLM,MKR,0.45161419449235
XMR,MKR,0.3493083843688215
XRP,MKR,0.3048149843684756
XTZ,MKR,0.48786719579677146
YFI,MKR,0.3264731756277924
ZEC,MKR,0.4404858266501561
ADA,NEO,0.4702731497445114
ALGO,NEO,0.5223547774308501
ATOM,NEO,0.4286492639798525
BCH,NEO,0.6596363642108037
BNB,NEO,0.4792985015584823
BSV,NEO,0.511146721276733
BTC,NEO,0.4889644728259833
BUSD,NEO,-0.024800750312472628
CRO,NEO,0.31338927414127166
CTC,NEO,0.0200595962986262
DAI,NEO,0.0630912615755167
DASH,NEO,0.6216995004163848
DOT,NEO,0.3775493874846394
EOS,NEO,0.6300039355957229
ETC,NEO,0.5872823219083402
ETH,NEO,0.5953789782152357
FTT,NEO,0.5985064719914795
HEDG,NEO,0.14011947123251933
HEX,NEO,0.10302442979844764
HT,NEO,0.4408477399766942
LEO,NEO,0.08495021073447766
LINK,NEO,0.6401358832601467
LTC,NEO,0.5772026079162089
MIOTA,NEO,0.6571504789787238
MKR,NEO,0.3906631273940435
NEO,NEO,1.0
OKB,NEO,0.38389214878188344
OMG,NEO,0.5825680014425051
ONT,NEO,0.7829070847654662
SNX,NEO,0.42681024054712097
THETA,NEO,0.2976163436355568
TRX,NEO,0.5409796107694157
TUSD,NEO,-0.027535270412910363
UMA,NEO,0.3938282835641816
USDC,NEO,0.005344600992369907
USDT,NEO,0.07154469110612492
VET,NEO,0.6280547189094429
WBTC,NEO,0.4455996708705301
XEM,NEO,0.29134620265471306
XLM,NEO,0.5367065668873405
XMR,NEO,0.48345488097865785
XRP,NEO,0.45353391501404183
XTZ,NEO,0.6597099179760213
YFI,NEO,0.5279775424408797
ZEC,NEO,0.6656237527499644
ADA,OKB,0.1917047431379455
ALGO,OKB,0.2998734001096359
ATOM,OKB,0.20535721313079192
BCH,OKB,0.2747947467426008
BNB,OKB,0.7167915132884052
BSV,OKB,0.28983864029785356
BTC,OKB,0.3371707117802286
BUSD,OKB,-0.03970937162264729
CRO,OKB,0.28487659918552366
CTC,OKB,0.08776197646383356
DAI,OKB,-0.04710817649555886
DASH,OKB,0.2991957354316547
DOT,OKB,0.25491623993303475
EOS,OKB,0.38004380083679495
ETC,OKB,0.21158714812852275
ETH,OKB,0.26749813311256615
FTT,OKB,0.5663011080254651
HEDG,OKB,0.009272102988387857
HEX,OKB,0.04446491908291048
HT,OKB,0.8141227564433979
LEO,OKB,0.22878246798551632
LINK,OKB,0.30845219956118375
LTC,OKB,0.3180937412267876
MIOTA,OKB,0.28342007254283835
MKR,OKB,0.16484818844749216
NEO,OKB,0.38389214878188344
OKB,OKB,1.0
OMG,OKB,0.2654619125928478
ONT,OKB,0.32218459375527986
SNX,OKB,0.23267927591796508
THETA,OKB,0.15079261570829236
TRX,OKB,0.2808804526719356
TUSD,OKB,0.00459581089747917
UMA,OKB,0.2379463011189733
USDC,OKB,-0.001303863597601935
USDT,OKB,0.07676972330501367
VET,OKB,0.21851447736715332
WBTC,OKB,0.3176285029589935
XEM,OKB,0.2508158458856132
XLM,OKB,0.20197757138158878
XMR,OKB,0.2632939271196452
XRP,OKB,0.23738577490197824
XTZ,OKB,0.3439280185808391
YFI,OKB,0.21515761013516457
ZEC,OKB,0.30225584060161365
ADA,OMG,0.5279710466260212
ALGO,OMG,0.670321988949129
ATOM,OMG,0.5843950806675922
BCH,OMG,0.6225224611080493
BNB,OMG,0.41061262077963784
BSV,OMG,0.5758133536489951
BTC,OMG,0.4616949309156547
BUSD,OMG,-0.09257166352714404
CRO,OMG,0.35276343565656554
CTC,OMG,0.01097835399087652
DAI,OMG,0.04475639830488097
DASH,OMG,0.5951328610677401
DOT,OMG,0.3605291627783338
EOS,OMG,0.6705229808859164
ETC,OMG,0.49854619680027734
ETH,OMG,0.6114130556630051
FTT,OMG,0.5361707805288064
HEDG,OMG,0.17100534921203328
HEX,OMG,0.13182862486202804
HT,OMG,0.34528455994996426
LEO,OMG,0.08035639998715255
LINK,OMG,0.6458895953459175
LTC,OMG,0.6195686690834857
MIOTA,OMG,0.6418362077217732
MKR,OMG,0.40227342974976615
NEO,OMG,0.5825680014425051
OKB,OMG,0.2654619125928478
OMG,OMG,1.0
ONT,OMG,0.7198224684951159
SNX,OMG,0.5083028035020789
THETA,OMG,0.3805482288742241
TRX,OMG,0.48824230588558504
TUSD,OMG,0.012312929456765853
UMA,OMG,0.442602621607248
USDC,OMG,-0.07738799548154586
USDT,OMG,-0.0015135140901820013
VET,OMG,0.5994268374992914
WBTC,OMG,0.45075819250456295
XEM,OMG,0.2383345807975812
XLM,OMG,0.5170180059457746
XMR,OMG,0.4605226572994561
XRP,OMG,0.40560927475334785
XTZ,OMG,0.7434725249307663
YFI,OMG,0.43043253171078816
ZEC,OMG,0.6335852629148292
ADA,ONT,0.546931524380229
ALGO,ONT,0.6849439667581282
ATOM,ONT,0.5535636108703081
BCH,ONT,0.701453187368551
BNB,ONT,0.4439402718628562
BSV,ONT,0.6455205241580234
BTC,ONT,0.5455264555189753
BUSD,ONT,-0.04899977075775546
CRO,ONT,0.39149646820532685
CTC,ONT,-0.004010202723195665
DAI,ONT,0.03530938166020582
DASH,ONT,0.6737967173572935
DOT,ONT,0.40520244716791837
EOS,ONT,0.744914163925837
ETC,ONT,0.5702151699774702
ETH,ONT,0.6126136925581657
FTT,ONT,0.5816493222553388
HEDG,ONT,0.2314751119857516
HEX,ONT,0.13270593071084072
HT,ONT,0.4221194802346983
LEO,ONT,0.06881252349215802
LINK,ONT,0.6866337032990082
LTC,ONT,0.6369405098755345
MIOTA,ONT,0.7564148637829865
MKR,ONT,0.43077255051578256
NEO,ONT,0.7829070847654662
OKB,ONT,0.32218459375527986
OMG,ONT,0.7198224684951159
ONT,ONT,1.0
SNX,ONT,0.4898723265862375
THETA,ONT,0.4125193020558174
TRX,ONT,0.5270266244616535
TUSD,ONT,0.01992918538887625
UMA,ONT,0.39743464135539186
USDC,ONT,-0.07193203780279239
USDT,ONT,0.03119858325286001
VET,ONT,0.68512805493556
WBTC,ONT,0.5023567249956884
XEM,ONT,0.32857078231419323
XLM,ONT,0.5908124440165633
XMR,ONT,0.5098747888950784
XRP,ONT,0.46695646009210195
XTZ,ONT,0.7845789169271162
YFI,ONT,0.49679938213473207
ZEC,ONT,0.696809947464494
ADA,SNX,0.48150130071738717
ALGO,SNX,0.615640837272011
ATOM,SNX,0.49196880761471395
BCH,SNX,0.4358698591704607
BNB,SNX,0.3782481530074006
BSV,SNX,0.40888610716900026
BTC,SNX,0.3967339196871391
BUSD,SNX,-0.07636289837066053
CRO,SNX,0.2674379419794852
CTC,SNX,0.06325736805931882
DAI,SNX,0.11850274504002936
DASH,SNX,0.3900386202397355
DOT,SNX,0.3969143550207553
EOS,SNX,0.4555101588227272
ETC,SNX,0.3542725939893116
ETH,SNX,0.6148345398642225
FTT,SNX,0.522289441938977
HEDG,SNX,0.10811131476764553
HEX,SNX,0.081984003787207
HT,SNX,0.3109326529022332
LEO,SNX,0.059144733705867585
LINK,SNX,0.6160602479558654
LTC,SNX,0.4835418379940492
MIOTA,SNX,0.47318448281579517
MKR,SNX,0.54567910545788
NEO,SNX,0.42681024054712097
OKB,SNX,0.23267927591796508
OMG,SNX,0.5083028035020789
ONT,SNX,0.4898723265862375
SNX,SNX,1.0
THETA,SNX,0.35864263705095384
TRX,SNX,0.34919706772375
TUSD,SNX,-0.10930754214837936
UMA,SNX,0.43116851336318807
USDC,SNX,-0.05766497883593528
USDT,SNX,0.1294701385465521
VET,SNX,0.4737642014380059
WBTC,SNX,0.40138970365319976
XEM,SNX,0.26164033585758634
XLM,SNX,0.3525601465518019
XMR,SNX,0.3519722121420037
XRP,SNX,0.27777435164411984
XTZ,SNX,0.5857963264796824
YFI,SNX,0.5397719320439847
ZEC,SNX,0.48413068187692687
ADA,THETA,0.29922211421836475
ALGO,THETA,0.4462487996617259
ATOM,THETA,0.34158118062562737
BCH,THETA,0.40351719959859916
BNB,THETA,0.22837333646925553
BSV,THETA,0.3781035116129189
BTC,THETA,0.472783618852369
BUSD,THETA,-0.08039795279691497
CRO,THETA,0.25910895938752904
CTC,THETA,0.004038492184969045
DAI,THETA,-0.028663142737469737
DASH,THETA,0.37352509835166325
DOT,THETA,0.3593918088972324
EOS,THETA,0.32767678750254065
ETC,THETA,0.2517981163836644
ETH,THETA,0.35400754575491455
FTT,THETA,0.36356693976796073
HEDG,THETA,0.1814088038731937
HEX,THETA,0.12034425910218484
HT,THETA,0.19029908177588467
LEO,THETA,0.13486698008970224
LINK,THETA,0.38548172767552147
LTC,THETA,0.4127746355316943
MIOTA,THETA,0.42758084587010486
MKR,THETA,0.2763528835793964
NEO,THETA,0.2976163436355568
OKB,THETA,0.15079261570829236
OMG,THETA,0.3805482288742241
ONT,THETA,0.4125193020558174
SNX,THETA,0.35864263705095384
THETA,THETA,1.0
TRX,THETA,0.22571779186360902
TUSD,THETA,-0.08409401472828408
UMA,THETA,0.21382741411706485
USDC,THETA,-0.08664517090013116
USDT,THETA,0.006098252539418837
VET,THETA,0.3893962328997488
WBTC,THETA,0.43925292645272074
XEM,THETA,0.16409371594218522
XLM,THETA,0.24012975794181526
XMR,THETA,0.40872146104950463
XRP,THETA,0.14196856653276815
XTZ,THETA,0.3884465208104166
YFI,THETA,0.26745267633713543
ZEC,THETA,0.39131552561073724
ADA,TRX,0.3755721719959565
ALGO,TRX,0.43051431436080134
ATOM,TRX,0.30662597238611145
BCH,TRX,0.49410786781934135
BNB,TRX,0.34876039973766104
BSV,TRX,0.4872342590325494
BTC,TRX,0.42096809057686685
BUSD,TRX,-0.11928764682254096
CRO,TRX,0.32358711335464424
CTC,TRX,0.06249607737087516
DAI,TRX,0.15208805282561347
DASH,TRX,0.4990139954104246
DOT,TRX,0.3963313718920499
EOS,TRX,0.6124109303847093
ETC,TRX,0.42047040616781917
ETH,TRX,0.5275657613461999
FTT,TRX,0.4556211943346214
HEDG,TRX,0.11325027729723709
HEX,TRX,0.06992541982465915
HT,TRX,0.30689647478606213
LEO,TRX,0.09171836053451968
LINK,TRX,0.4808208383975843
LTC,TRX,0.4554931939693813
MIOTA,TRX,0.5518745434606465
MKR,TRX,0.34073206645914905
NEO,TRX,0.5409796107694157
OKB,TRX,0.2808804526719356
OMG,TRX,0.48824230588558504
ONT,TRX,0.5270266244616535
SNX,TRX,0.34919706772375
THETA,TRX,0.22571779186360902
TRX,TRX,1.0
TUSD,TRX,0.054840518390717075
UMA,TRX,0.3801077741958138
USDC,TRX,0.0035877668480950357
USDT,TRX,0.08547938979693344
VET,TRX,0.41406076753692883
WBTC,TRX,0.3882003512541995
XEM,TRX,0.3210734097280927
XLM,TRX,0.4704558257031382
XMR,TRX,0.36444627449254247
XRP,TRX,0.4426979711649092
XTZ,TRX,0.538977290100756
YFI,TRX,0.3660926086520439
ZEC,TRX,0.5204067381873435
ADA,TUSD,-0.09160880371807505
ALGO,TUSD,-0.04509891621595012
ATOM,TUSD,-0.061940718595004315
BCH,TUSD,0.018657415588780656
BNB,TUSD,-0.09372025304756253
BSV,TUSD,0.01939385504961689
BTC,TUSD,-0.084035664264672
BUSD,TUSD,0.22318134379834037
CRO,TUSD,-0.07561742756889064
CTC,TUSD,0.055410823654970257
DAI,TUSD,0.028568756728247328
DASH,TUSD,-0.01612855349553534
DOT,TUSD,0.021812426032435786
EOS,TUSD,-0.022194662713358675
ETC,TUSD,0.007629173997560149
ETH,TUSD,-0.059114875230402535
FTT,TUSD,-0.11211155792267828
HEDG,TUSD,0.0040438588455939325
HEX,TUSD,-0.14960208330556365
HT,TUSD,-0.02882288424669086
LEO,TUSD,-0.06373053746866505
LINK,TUSD,-0.0777813801425629
LTC,TUSD,-0.0036295090875628658
MIOTA,TUSD,-0.017830651545460683
MKR,TUSD,-0.10901120932923733
NEO,TUSD,-0.027535270412910363
OKB,TUSD,0.00459581089747917
OMG,TUSD,0.012312929456765853
ONT,TUSD,0.01992918538887625
SNX,TUSD,-0.10930754214837936
THETA,TUSD,-0.08409401472828408
TRX,TUSD,0.054840518390717075
TUSD,TUSD,1.0
UMA,TUSD,-0.09017567412014017
USDC,TUSD,0.34694982147504505
USDT,TUSD,0.0358951010017288
VET,TUSD,-0.05598981969868391
WBTC,TUSD,-0.10840586452712206
XEM,TUSD,0.04222995064607176
XLM,TUSD,-0.06692773274513882
XMR,TUSD,-0.009491137633120388
XRP,TUSD,0.010920041789433604
XTZ,TUSD,-0.04328424782754212
YFI,TUSD,-0.0024231338986075205
ZEC,TUSD,-0.03734383950103058
ADA,UMA,0.35099299836260284
ALGO,UMA,0.4319907936537051
ATOM,UMA,0.3441102361644326
BCH,UMA,0.3553603948319799
BNB,UMA,0.29330829257257124
BSV,UMA,0.31052938602746233
BTC,UMA,0.3516948552302284
BUSD,UMA,-0.17184611090434154
CRO,UMA,0.25586319165047716
CTC,UMA,0.0036400620393771265
DAI,UMA,0.04995675697728305
DASH,UMA,0.35111928921851276
DOT,UMA,0.35418942190426295
EOS,UMA,0.3840583773865724
ETC,UMA,0.3123718929030235
ETH,UMA,0.5522744136999486
FTT,UMA,0.4544853041488265
HEDG,UMA,0.1344942515712336
HEX,UMA,0.07879405160603684
HT,UMA,0.26137579595461535
LEO,UMA,0.038384306656267936
LINK,UMA,0.4827896531588405
LTC,UMA,0.38940537318306995
MIOTA,UMA,0.40734538456537434
MKR,UMA,0.3690236211188781
NEO,UMA,0.3938282835641816
OKB,UMA,0.2379463011189733
OMG,UMA,0.442602621607248
ONT,UMA,0.39743464135539186
SNX,UMA,0.43116851336318807
THETA,UMA,0.21382741411706485
TRX,UMA,0.3801077741958138
TUSD,UMA,-0.09017567412014017
UMA,UMA,1.0
USDC,UMA,0.029650274055081
USDT,UMA,0.15164136288355615
VET,UMA,0.38459918451636044
WBTC,UMA,0.3868554059461002
XEM,UMA,0.23369150319714518
XLM,UMA,0.32983064459284767
XMR,UMA,0.3214500787438088
XRP,UMA,0.2953817476192201
XTZ,UMA,0.4382531944037878
YFI,UMA,0.43304144963982777
ZEC,UMA,0.39302629914671505
ADA,USDC,-0.11199118377827168
ALGO,USDC,-0.08003997217009706
ATOM,USDC,-0.09602201758123176
BCH,USDC,-0.034352487709518584
BNB,USDC,-0.005498898139305409
BSV,USDC,-0.06141047451474945
BTC,USDC,-0.17189822265572605
BUSD,USDC,0.3114502387173041
CRO,USDC,-0.1364599858226992
CTC,USDC,-0.03336571137131795
DAI,USDC,0.13124933687702603
DASH,USDC,-0.057746664162682405
DOT,USDC,-0.04631232704130539
EOS,USDC,-0.03342478971897429
ETC,USDC,-0.010225155905567416
ETH,USDC,-0.04505172515101304
FTT,USDC,-0.06696476976704452
HEDG,USDC,-0.02697114724135854
HEX,USDC,-0.053958523366065894
HT,USDC,0.001891163472437746
LEO,USDC,-0.025218455028891845
LINK,USDC,-0.0038322655265323274
LTC,USDC,-0.06391054081152789
MIOTA,USDC,-0.010331950167687138
MKR,USDC,-0.014463106458135496
NEO,USDC,0.005344600992369907
OKB,USDC,-0.001303863597601935
OMG,USDC,-0.07738799548154586
ONT,USDC,-0.07193203780279239
SNX,USDC,-0.05766497883593528
THETA,USDC,-0.08664517090013116
TRX,USDC,0.0035877668480950357
TUSD,USDC,0.34694982147504505
UMA,USDC,0.029650274055081
USDC,USDC,1.0
USDT,USDC,0.2811248709054428
VET,USDC,0.020533014363828348
WBTC,USDC,-0.16779055439446627
XEM,USDC,0.11826871337275106
XLM,USDC,-0.0030828852977159344
XMR,USDC,-0.11363063616527917
XRP,USDC,0.042652233451832174
XTZ,USDC,-0.08519870247014508
YFI,USDC,-0.015419741713210118
ZEC,USDC,-0.07596368190100578
ADA,USDT,0.09160558842528
ALGO,USDT,0.17610704355054502
ATOM,USDT,0.13340088972209524
BCH,USDT,0.023748177646175306
BNB,USDT,0.007084075938259123
BSV,USDT,0.08930132151478608
BTC,USDT,-0.04496639404454659
BUSD,USDT,0.23849505829468706
CRO,USDT,-0.08851084138916908
CTC,USDT,0.001698429878043378
DAI,USDT,0.20432643806803036
DASH,USDT,-0.07991738002589008
DOT,USDT,0.16500130161130455
EOS,USDT,0.04750818383300785
ETC,USDT,-0.017031389191060526
ETH,USDT,0.10340850814039879
FTT,USDT,0.04668273846670367
HEDG,USDT,0.01185267985255232
HEX,USDT,-0.05046689264003374
HT,USDT,0.07385024161808304
LEO,USDT,0.00783271224568698
LINK,USDT,0.21487728796262676
LTC,USDT,0.006647750893399335
MIOTA,USDT,0.04754493873316513
MKR,USDT,0.19145796420368955
NEO,USDT,0.07154469110612492
OKB,USDT,0.07676972330501367
OMG,USDT,-0.0015135140901820013
ONT,USDT,0.03119858325286001
SNX,USDT,0.1294701385465521
THETA,USDT,0.006098252539418837
TRX,USDT,0.08547938979693344
TUSD,USDT,0.0358951010017288
UMA,USDT,0.15164136288355615
USDC,USDT,0.2811248709054428
